,location,total_sqft,bath,price,bhk
5500,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
5501,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5502,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5503,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5504,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5505,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5506,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
5507,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5508,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5509,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
5510,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5511,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5512,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5513,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5514,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5515,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5516,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5517,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5518,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5519,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5520,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5521,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5522,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5523,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5524,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5525,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5526,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3
5527,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5528,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5529,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
5530,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5531,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5532,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5533,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5534,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5535,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5536,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5537,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5538,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3
5539,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5540,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5541,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
5542,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5543,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5544,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5545,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5546,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5547,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
5548,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5549,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5550,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5551,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
5552,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5553,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
5554,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5555,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5556,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5557,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5558,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5559,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5560,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
5561,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
5562,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5563,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5564,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5565,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5566,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5567,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5568,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5569,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
5570,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5571,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5572,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5573,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5574,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3
5575,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5576,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
5577,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5578,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5579,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5580,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5581,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5582,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5583,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5584,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5585,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5586,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5587,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
5588,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5589,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5590,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5591,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5592,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5593,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5594,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5595,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5596,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5597,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5598,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5599,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5600,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5601,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5602,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5603,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5604,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5605,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5606,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5607,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5608,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5609,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5610,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5611,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3
5612,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
5613,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5614,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5615,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
5616,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5617,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
5618,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5619,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
5620,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5621,Rajaji Nagar,1640.0,3.0,229.0,3
5622,Rajaji Nagar,2390.0,3.0,415.0,3
5623,Rajaji Nagar,2390.0,3.0,410.0,3
5624,Rajaji Nagar,1725.0,3.0,200.0,3
5625,Rajaji Nagar,3516.0,4.0,540.0,4
5626,Rajaji Nagar,1640.0,3.0,223.0,3
5627,Rajaji Nagar,3526.0,4.0,492.0,4
5628,Rajaji Nagar,3526.0,4.0,558.0,4
5629,Rajaji Nagar,2849.0,5.0,300.0,5
5630,Rajaji Nagar,1800.0,3.0,260.0,3
5631,Rajaji Nagar,1640.0,3.0,241.0,3
5632,Rajaji Nagar,1370.0,2.0,170.0,2
5633,Rajaji Nagar,2409.0,3.0,360.0,3
5634,Rajaji Nagar,3436.0,6.0,475.0,4
5635,Rajaji Nagar,1718.0,3.0,288.0,2
5636,Rajaji Nagar,2386.0,3.0,334.0,3
5637,Rajaji Nagar,3436.0,6.0,500.0,4
5638,Rajaji Nagar,1200.0,2.0,150.0,2
5639,Rajaji Nagar,1160.0,1.0,163.0,2
5640,Rajaji Nagar,1222.0,2.0,112.0,2
5641,Rajaji Nagar,660.0,1.0,75.0,1
5642,Rajaji Nagar,1440.0,2.0,170.0,2
5643,Rajaji Nagar,2448.0,3.0,400.0,3
5644,Rajaji Nagar,1440.0,2.0,185.0,2
5645,Rajaji Nagar,1640.0,3.0,230.0,3
5646,Rajaji Nagar,3730.0,4.0,370.0,4
5647,Rajaji Nagar,1800.0,2.0,250.0,3
5648,Rajaji Nagar,3100.0,4.0,550.0,4
5649,Rajaji Nagar,3526.0,4.0,598.0,4
5650,Rajaji Nagar,1357.0,2.0,130.0,2
5651,Rajaji Nagar,2300.0,3.0,369.0,3
5652,Rajaji Nagar,1640.0,3.0,220.0,3
5653,Rajaji Nagar,2500.0,3.0,350.0,3
5654,Rajaji Nagar,1615.0,3.0,175.0,3
5655,Rajaji Nagar,1776.0,3.0,190.0,3
5656,Rajaji Nagar,2559.0,3.0,403.0,3
5657,Rajaji Nagar,1763.0,3.0,262.0,2
5658,Rajaji Nagar,1640.0,3.0,220.0,3
5659,Rajaji Nagar,1613.0,3.0,150.0,3
5660,Rajaji Nagar,1380.0,3.0,130.0,3
5661,Rajaji Nagar,2400.0,3.0,320.0,5
5662,Rajaji Nagar,1800.0,3.0,240.0,3
5663,Rajaji Nagar,2533.0,3.0,425.0,3
5664,Rajaji Nagar,720.0,2.0,65.0,2
5665,Rajaji Nagar,1268.0,2.0,127.0,2
5666,Rajaji Nagar,2450.0,3.0,330.0,3
5667,Rajaji Nagar,1640.0,3.0,262.0,3
5668,Rajaji Nagar,1200.0,1.0,200.0,2
5669,Rajaji Nagar,2367.0,3.0,375.0,3
5670,Rajaji Nagar,2440.0,2.0,415.0,4
5671,Rajaji Nagar,1640.0,3.0,251.0,3
5672,Rajaji Nagar,2733.0,5.0,259.0,4
5673,Rajaji Nagar,1640.0,3.0,268.0,3
5674,Rajaji Nagar,2367.0,4.0,340.0,3
5675,Rajaji Nagar,1720.0,3.0,224.0,3
5676,Rajaji Nagar,3600.0,5.0,510.0,5
5677,Rajaji Nagar,1350.0,4.0,230.0,4
5678,Rajaji Nagar,1376.0,2.0,124.0,2
5679,Rajaji Nagar,1700.0,3.0,200.0,3
5680,Rajaji Nagar,1357.0,2.0,123.0,2
5681,Rajaji Nagar,2300.0,4.0,240.0,3
5682,Rajaji Nagar,2400.0,5.0,408.0,5
5683,Rajaji Nagar,2500.0,3.0,340.0,3
5684,Rajaji Nagar,2390.0,3.0,372.0,3
5685,Rajaji Nagar,2415.0,3.0,399.0,3
5686,Rajaji Nagar,1718.0,3.0,275.0,2
5687,Rajaji Nagar,1763.0,3.0,240.0,2
5688,Rajaji Nagar,2367.0,3.0,320.0,3
5689,Rajaji Nagar,2409.0,3.0,395.0,3
5690,Rajaji Nagar,1314.0,2.0,225.0,2
5691,Rajaji Nagar,1440.0,2.0,165.0,2
5692,Rajaji Nagar,1640.0,3.0,245.0,3
5693,Rajiv Nagar,1690.0,3.0,125.0,3
5694,Rajiv Nagar,1263.0,2.0,93.32,2
5695,Rajiv Nagar,2340.0,4.0,148.0,4
5696,Rajiv Nagar,2340.0,5.0,129.0,4
5697,Rajiv Nagar,1330.0,2.0,93.0,2
5698,Rajiv Nagar,2340.0,5.0,129.0,4
5699,Rajiv Nagar,1309.0,2.0,80.0,2
5700,Rajiv Nagar,2340.0,4.0,145.0,4
5701,Rajiv Nagar,2330.0,5.0,175.0,4
5702,Rajiv Nagar,2340.0,5.0,160.0,4
5703,Ramagondanahalli,1151.0,2.0,48.77,2
5704,Ramagondanahalli,1251.0,2.0,47.0,2
5705,Ramagondanahalli,1235.0,2.0,52.04,2
5706,Ramagondanahalli,1610.0,2.0,111.0,3
5707,Ramagondanahalli,540.0,1.0,30.0,1
5708,Ramagondanahalli,1635.0,3.0,62.0,3
5709,Ramagondanahalli,1235.0,2.0,46.8,2
5710,Ramagondanahalli,1215.0,2.0,51.26,2
5711,Ramagondanahalli,2257.0,4.0,157.0,3
5712,Ramagondanahalli,1251.0,2.0,47.4,2
5713,Ramagondanahalli,1610.0,2.0,115.0,3
5714,Ramagondanahalli,920.0,2.0,65.0,2
5715,Ramagondanahalli,1215.0,2.0,45.5,2
5716,Ramagondanahalli,2800.0,4.0,155.0,4
5717,Ramagondanahalli,1253.0,2.0,52.66,2
5718,Ramagondanahalli,1295.0,2.0,95.0,2
5719,Ramagondanahalli,1151.0,2.0,50.5,2
5720,Ramagondanahalli,1235.0,2.0,49.3,2
5721,Ramagondanahalli,2257.0,3.0,159.0,3
5722,Ramagondanahalli,1295.0,2.0,95.0,2
5723,Ramagondanahalli,1451.0,3.0,60.44,3
5724,Ramagondanahalli,1910.0,3.0,142.0,3
5725,Ramagondanahalli,1215.0,2.0,46.1,2
5726,Ramagondanahalli,1475.0,2.0,63.0,3
5727,Ramagondanahalli,1251.0,2.0,50.0,2
5728,Ramagondanahalli,1610.0,2.0,115.0,3
5729,Ramagondanahalli,1151.0,2.0,43.6,2
5730,Ramagondanahalli,1635.0,3.0,61.0,3
5731,Ramagondanahalli,1251.0,2.0,53.0,2
5732,Ramagondanahalli,845.0,2.0,45.82,2
5733,Ramagondanahalli,1910.0,3.0,150.0,3
5734,Ramagondanahalli,1738.0,2.0,76.0,3
5735,Ramagondanahalli,2040.0,3.0,114.0,3
5736,Ramagondanahalli,3350.0,3.0,150.0,3
5737,Ramagondanahalli,1251.0,2.0,46.0,2
5738,Ramagondanahalli,1635.0,3.0,57.0,3
5739,Ramagondanahalli,1151.0,2.0,46.0,2
5740,Ramagondanahalli,1610.0,2.0,112.0,3
5741,Ramagondanahalli,1610.0,2.0,115.0,3
5742,Ramagondanahalli,1200.0,3.0,56.1,3
5743,Ramagondanahalli,2787.0,5.0,220.0,4
5744,Ramagondanahalli,1475.0,2.0,55.0,3
5745,Ramagondanahalli,1125.0,2.0,75.0,2
5746,Ramagondanahalli,1151.0,2.0,42.5,2
5747,Ramagondanahalli,2257.0,3.0,155.0,3
5748,Ramagondanahalli,1500.0,3.0,100.0,3
5749,Ramagondanahalli,1680.0,2.0,68.0,3
5750,Ramagondanahalli,1910.0,3.0,131.0,3
5751,Ramamurthy Nagar,3700.0,4.0,225.0,4
5752,Ramamurthy Nagar,3500.0,5.0,150.0,5
5753,Ramamurthy Nagar,1050.0,2.0,37.0,2
5754,Ramamurthy Nagar,1040.0,2.0,50.0,2
5755,Ramamurthy Nagar,1600.0,3.0,75.0,3
5756,Ramamurthy Nagar,1200.0,3.0,72.0,2
5757,Ramamurthy Nagar,360.0,1.0,26.0,1
5758,Ramamurthy Nagar,950.0,2.0,50.79,2
5759,Ramamurthy Nagar,1200.0,2.0,66.0,3
5760,Ramamurthy Nagar,1525.0,3.0,100.0,3
5761,Ramamurthy Nagar,1200.0,2.0,80.0,2
5762,Ramamurthy Nagar,1200.0,2.0,42.0,2
5763,Ramamurthy Nagar,1515.0,3.0,65.0,3
5764,Ramamurthy Nagar,1100.0,2.0,68.0,2
5765,Ramamurthy Nagar,1185.0,2.0,45.5,2
5766,Ramamurthy Nagar,1170.0,2.0,46.8,2
5767,Ramamurthy Nagar,1150.0,2.0,51.0,2
5768,Ramamurthy Nagar,1200.0,2.0,48.0,2
5769,Ramamurthy Nagar,3600.0,3.0,150.0,3
5770,Ramamurthy Nagar,1110.0,2.0,65.0,2
5771,Ramamurthy Nagar,1410.0,2.0,56.4,3
5772,Ramamurthy Nagar,1200.0,2.0,78.0,2
5773,Ramamurthy Nagar,1000.0,2.0,41.0,3
5774,Ramamurthy Nagar,600.0,1.0,43.0,1
5775,Ramamurthy Nagar,1006.0,2.0,57.0,2
5776,Ramamurthy Nagar,1200.0,2.0,76.0,2
5777,Ramamurthy Nagar,1300.0,2.0,52.0,3
5778,Ramamurthy Nagar,1600.0,3.0,75.0,3
5779,Ramamurthy Nagar,700.0,2.0,33.0,2
5780,Ramamurthy Nagar,1125.0,2.0,47.0,2
5781,Ramamurthy Nagar,1000.0,2.0,62.0,2
5782,Ramamurthy Nagar,1334.0,2.0,67.0,2
5783,Ramamurthy Nagar,1200.0,2.0,46.0,2
5784,Ramamurthy Nagar,1200.0,2.0,57.9,2
5785,Ramamurthy Nagar,1305.0,3.0,60.0,3
5786,Ramamurthy Nagar,1360.0,2.0,45.0,2
5787,Ramamurthy Nagar,1170.0,2.0,44.0,2
5788,Ramamurthy Nagar,2200.0,4.0,130.0,4
5789,Ramamurthy Nagar,1050.0,2.0,51.66,2
5790,Ramamurthy Nagar,2916.0,5.0,230.0,4
5791,Ramamurthy Nagar,2316.0,3.0,125.0,3
5792,Ramamurthy Nagar,1101.0,2.0,50.0,2
5793,Ramamurthy Nagar,1150.0,2.0,40.0,2
5794,Ramamurthy Nagar,1208.0,2.0,43.5,3
5795,Ramamurthy Nagar,1050.0,2.0,37.8,2
5796,Ramamurthy Nagar,935.0,2.0,39.0,2
5797,Ramamurthy Nagar,1200.0,2.0,68.0,2
5798,Ramamurthy Nagar,540.0,1.0,35.0,1
5799,Ramamurthy Nagar,960.0,2.0,35.0,2
5800,Rayasandra,1314.0,2.0,63.0,3
5801,Rayasandra,1065.0,2.0,44.95,2
5802,Rayasandra,1708.0,3.0,75.0,3
5803,Rayasandra,1199.0,2.0,48.5,3
5804,Rayasandra,1577.0,3.0,67.0,3
5805,Rayasandra,1253.0,2.0,57.0,2
5806,Rayasandra,583.0,1.0,26.9,1
5807,Rayasandra,1198.0,2.0,54.0,2
5808,Rayasandra,1555.0,3.0,75.17,3
5809,Rayasandra,1458.0,3.0,60.0,3
5810,Rayasandra,1179.0,2.0,55.0,3
5811,Rayasandra,1601.0,3.0,70.0,3
5812,Rayasandra,1708.0,3.0,76.0,4
5813,Rayasandra,470.0,1.0,21.0,1
5814,Rayasandra,3600.0,5.0,145.0,5
5815,Rayasandra,1357.0,2.0,59.0,3
5816,Sahakara Nagar,2830.0,3.0,195.0,4
5817,Sahakara Nagar,1500.0,2.0,95.0,3
5818,Sahakara Nagar,1100.0,2.0,56.0,2
5819,Sahakara Nagar,1219.0,2.0,48.0,2
5820,Sahakara Nagar,1100.0,2.0,75.0,3
5821,Sahakara Nagar,1655.0,3.0,115.0,3
5822,Sahakara Nagar,1150.0,2.0,54.0,2
5823,Sahakara Nagar,1270.0,2.0,69.85,2
5824,Sahakara Nagar,960.0,2.0,56.0,2
5825,Sahakara Nagar,1048.0,2.0,50.0,2
5826,Sahakara Nagar,1160.0,2.0,55.0,2
5827,Sahakara Nagar,1200.0,2.0,75.0,3
5828,Sahakara Nagar,2500.0,4.0,200.0,4
5829,Sahakara Nagar,1914.0,3.0,179.0,3
5830,Sahakara Nagar,1500.0,3.0,125.0,3
5831,Sahakara Nagar,1100.0,2.0,55.0,2
5832,Sahakara Nagar,1914.0,3.0,149.0,3
5833,Sahakara Nagar,1000.0,2.0,60.0,2
5834,Sahakara Nagar,2200.0,3.0,98.0,3
5835,Sahakara Nagar,1175.0,2.0,49.0,2
5836,Sahakara Nagar,1370.0,2.0,90.0,3
5837,Sahakara Nagar,1100.0,2.0,55.0,2
5838,Sahakara Nagar,1100.0,2.0,75.0,3
5839,Sahakara Nagar,1180.0,2.0,72.0,2
5840,Sahakara Nagar,1200.0,2.0,60.0,2
5841,Sahakara Nagar,1032.0,2.0,45.0,2
5842,Sahakara Nagar,1200.0,2.0,46.0,2
5843,Sahakara Nagar,1270.0,2.0,96.0,2
5844,Sahakara Nagar,1201.0,2.0,80.0,2
5845,Sahakara Nagar,1200.0,2.0,54.0,2
5846,Sahakara Nagar,1291.0,2.0,72.3,2
5847,Sanjay nagar,1000.0,2.0,70.0,2
5848,Sanjay nagar,1100.0,2.0,98.0,2
5849,Sanjay nagar,1150.0,2.0,72.2,2
5850,Sanjay nagar,1800.0,3.0,180.0,3
5851,Sanjay nagar,630.0,1.0,35.0,2
5852,Sanjay nagar,3300.0,3.0,250.0,5
5853,Sanjay nagar,1900.0,2.0,180.0,3
5854,Sanjay nagar,1575.0,2.0,90.0,2
5855,Sanjay nagar,1450.0,3.0,75.0,3
5856,Sanjay nagar,1200.0,2.0,76.0,3
5857,Sanjay nagar,960.0,2.0,55.0,2
5858,Sanjay nagar,1050.0,2.0,59.0,2
5859,Sanjay nagar,1150.0,2.0,70.0,2
5860,Sanjay nagar,1500.0,3.0,150.0,3
5861,Sanjay nagar,1180.0,2.0,80.0,2
5862,Sarakki Nagar,2121.0,4.0,253.0,3
5863,Sarakki Nagar,2289.0,3.0,260.0,3
5864,Sarakki Nagar,2500.0,4.0,325.0,3
5865,Sarakki Nagar,2145.0,4.0,270.0,3
5866,Sarakki Nagar,1200.0,3.0,128.0,3
5867,Sarakki Nagar,2663.0,4.0,338.0,3
5868,Sarakki Nagar,3131.0,4.0,349.0,4
5869,Sarakki Nagar,3126.0,5.0,345.0,4
5870,Sarakki Nagar,3124.0,6.0,349.0,4
5871,Sarjapur,2250.0,3.0,148.0,3
5872,Sarjapur,1600.0,3.0,75.0,3
5873,Sarjapur,1815.0,2.0,43.49,2
5874,Sarjapur,913.0,2.0,32.0,2
5875,Sarjapur,1128.0,2.0,60.0,2
5876,Sarjapur,1185.0,2.0,47.0,2
5877,Sarjapur,1020.0,2.0,35.0,2
5878,Sarjapur,1195.0,2.0,42.0,2
5879,Sarjapur,1240.0,2.0,44.0,2
5880,Sarjapur,1550.0,2.0,65.0,4
5881,Sarjapur,950.0,2.0,32.5,2
5882,Sarjapur,1285.0,2.0,68.0,3
5883,Sarjapur,1525.0,2.0,48.0,3
5884,Sarjapur,925.0,2.0,25.0,2
5885,Sarjapur,3190.0,3.0,160.0,4
5886,Sarjapur,1215.0,2.0,40.0,2
5887,Sarjapur,2540.0,4.0,115.0,4
5888,Sarjapur,1200.0,3.0,78.0,3
5889,Sarjapur,1000.0,2.0,30.0,2
5890,Sarjapur,1157.0,2.0,40.0,2
5891,Sarjapur,2238.0,3.0,140.0,3
5892,Sarjapur,2020.0,3.0,85.0,3
5893,Sarjapur,2885.0,3.0,185.0,4
5894,Sarjapur,1917.0,3.0,60.0,4
5895,Sarjapur,1240.0,2.0,44.3,2
5896,Sarjapur,625.0,1.0,19.0,1
5897,Sarjapur,3875.5,4.0,139.5,4
5898,Sarjapur,940.0,2.0,25.38,2
5899,Sarjapur,2100.0,3.0,125.0,4
5900,Sarjapur,913.0,2.0,36.0,2
5901,Sarjapur,1404.0,2.0,53.35,3
5902,Sarjapur,1830.0,3.0,88.0,3
5903,Sarjapur,1364.0,2.0,56.0,3
5904,Sarjapur,1124.0,2.0,30.35,2
5905,Sarjapur,1044.0,2.0,32.0,2
5906,Sarjapur,650.0,1.0,19.87,1
5907,Sarjapur,5608.5,6.0,385.5,4
5908,Sarjapur,1175.0,2.0,42.0,2
5909,Sarjapur,1240.0,2.0,43.1,2
5910,Sarjapur,1170.0,2.0,35.41,3
5911,Sarjapur,1032.0,2.0,42.0,2
5912,Sarjapur,3265.0,2.0,80.59,4
5913,Sarjapur,1044.0,2.0,34.0,2
5914,Sarjapur,1200.0,3.0,76.13,3
5915,Sarjapur,1200.0,2.0,62.0,2
5916,Sarjapur,900.0,2.0,27.98,2
5917,Sarjapur,2970.0,3.0,130.0,4
5918,Sarjapur,1205.0,2.0,29.0,2
5919,Sarjapur,850.0,2.0,32.0,2
5920,Sarjapur,1175.0,2.0,41.68,2
5921,Sarjapur,1575.0,3.0,55.0,3
5922,Sarjapur,920.0,2.0,33.0,2
5923,Sarjapur,1445.0,3.0,50.0,3
5924,Sarjapur,1150.0,2.0,41.0,2
5925,Sarjapur,1200.0,2.0,42.6,2
5926,Sarjapur,1333.0,3.0,50.0,3
5927,Sarjapur,1044.0,2.0,36.0,2
5928,Sarjapur,950.0,2.0,35.0,2
5929,Sarjapur,3875.5,4.0,115.0,4
5930,Sarjapur,2172.0,3.0,100.0,3
5931,Sarjapur,633.0,1.0,17.09,1
5932,Sarjapur,1500.0,5.0,95.0,3
5933,Sarjapur,1451.0,2.0,87.0,2
5934,Sarjapur,2400.0,3.0,140.0,4
5935,Sarjapur,1525.0,2.0,68.0,3
5936,Sarjapur,1095.0,2.0,45.0,2
5937,Sarjapur,1425.0,3.0,57.0,3
5938,Sarjapur  Road,2497.0,3.0,140.0,3
5939,Sarjapur  Road,1787.0,3.0,98.29,3
5940,Sarjapur  Road,1787.0,3.0,125.0,3
5941,Sarjapur  Road,984.0,2.0,44.28,2
5942,Sarjapur  Road,1035.0,2.0,49.2,2
5943,Sarjapur  Road,1863.0,3.0,104.0,4
5944,Sarjapur  Road,1000.0,2.0,67.0,2
5945,Sarjapur  Road,1346.0,2.0,74.03,2
5946,Sarjapur  Road,1195.0,2.0,70.0,2
5947,Sarjapur  Road,1550.0,3.0,100.0,3
5948,Sarjapur  Road,2100.0,3.0,125.0,3
5949,Sarjapur  Road,1210.0,2.0,58.0,2
5950,Sarjapur  Road,1691.0,3.0,113.0,3
5951,Sarjapur  Road,1278.0,2.0,95.0,2
5952,Sarjapur  Road,2238.0,3.0,140.0,3
5953,Sarjapur  Road,1800.0,3.0,110.0,3
5954,Sarjapur  Road,1115.0,2.0,50.0,2
5955,Sarjapur  Road,1403.0,3.0,55.0,3
5956,Sarjapur  Road,1346.0,2.0,61.92,2
5957,Sarjapur  Road,1984.0,4.0,146.0,3
5958,Sarjapur  Road,1035.0,2.0,45.0,2
5959,Sarjapur  Road,1128.0,2.0,59.0,2
5960,Sarjapur  Road,1495.0,2.0,64.0,3
5961,Sarjapur  Road,1700.0,3.0,110.0,3
5962,Sarjapur  Road,1157.0,2.0,75.0,3
5963,Sarjapur  Road,1282.0,2.0,72.0,2
5964,Sarjapur  Road,4111.0,4.0,310.0,4
5965,Sarjapur  Road,5142.5,6.0,228.5,4
5966,Sarjapur  Road,3900.0,4.0,300.0,4
5967,Sarjapur  Road,1300.0,2.0,60.0,2
5968,Sarjapur  Road,1000.0,2.0,40.0,2
5969,Sarjapur  Road,1050.0,2.0,62.0,2
5970,Sarjapur  Road,1700.0,3.0,135.0,3
5971,Sarjapur  Road,1691.0,3.0,119.0,3
5972,Sarjapur  Road,1846.0,3.0,140.0,3
5973,Sarjapur  Road,1200.0,3.0,95.0,3
5974,Sarjapur  Road,1929.0,4.0,103.0,3
5975,Sarjapur  Road,1155.0,2.0,58.0,2
5976,Sarjapur  Road,1819.0,3.0,100.0,3
5977,Sarjapur  Road,1845.0,4.0,110.0,3
5978,Sarjapur  Road,1233.0,2.0,77.65,2
5979,Sarjapur  Road,1525.0,2.0,60.0,3
5980,Sarjapur  Road,4395.0,4.0,242.0,4
5981,Sarjapur  Road,1220.0,3.0,56.0,3
5982,Sarjapur  Road,3750.0,6.0,290.0,4
5983,Sarjapur  Road,1428.0,2.0,66.0,3
